Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,84767856,15/07/2025 15:30,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3358.46000,3352.13000,0.0000,0.0000,633.0,31.65,0.16,"",0,00:00:17:39,5.9,1m,0.0,0.00,633.0,31.650000000000002,0.0,0.0,100.0,100.0,0.00,0.00
,84513801,15/07/2025 07:56,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3359.86000,3352.06000,0.0000,0.0000,780.0,39.00,0.19,"",0,00:07:51:40,62.5,4h 54m,881.0,0.64,991.0,49.550000000000004,-636.0,-31.8,60.9,87.0,-211.00,-10.55
,84638858,15/07/2025 11:39,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3363.24000,3351.57000,0.0000,0.0000,1167.0,58.35,0.29,"",0,00:04:08:22,100.0,4h 8m,849.0,0.00,1329.0,66.45,0.0,0.0,100.0,87.8,-162.00,-8.10
,84533487,15/07/2025 08:37,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3363.54000,3351.34000,0.0000,0.0000,1220.0,61.00,0.30,"",0,00:07:10:11,91.4,6h 33m,849.0,0.20,1359.0,67.95,-268.0,-13.4,83.5,91.5,-139.00,-6.95
,84614613,15/07/2025 11:11,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3364.75000,3351.33000,0.0000,0.0000,1342.0,67.10,0.33,"",0,00:04:36:28,100.0,4h 36m,849.0,0.00,1480.0,74.0,0.0,0.0,100.0,90.7,-138.00,-6.90
,84614618,15/07/2025 11:11,15/07/2025 15:47,XAUUSD,Sell,0.050,0.00000,0.00000,3364.76000,3351.40000,0.0000,0.0000,1336.0,66.80,0.33,"",0,00:04:36:24,100.0,4h 36m,849.0,0.00,1481.0,74.05,0.0,0.0,100.0,90.2,-145.00,-7.25
,84801443,15/07/2025 15:43,15/07/2025 15:45,XAUUSD,Buy,0.050,0.00000,0.00000,3348.71000,3351.40000,0.0000,0.0000,269.0,13.45,0.07,"",0,00:00:02:14,,,,,,,,,,,,
,84513808,15/07/2025 07:56,15/07/2025 08:37,XAUUSD,Buy,0.050,0.00000,0.00000,3360.08000,3362.71000,0.0000,0.0000,263.0,13.15,0.07,"",0,00:00:41:32,2.5,1m,0.0,0.00,263.0,13.15,0.0,0.0,100.0,100.0,0.00,0.00
,84116113,14/07/2025 15:26,15/07/2025 08:37,XAUUSD,Buy,0.050,0.00000,0.00000,3358.05000,3362.71000,0.0000,0.0000,466.0,23.30,0.12,"",0,00:17:10:46,26.6,4h 34m,1684.0,2.58,652.0,32.6,-1684.0,-84.2,27.9,92.0,-186.00,-9.30
,84234405,14/07/2025 17:25,15/07/2025 07:56,XAUUSD,Buy,0.050,0.00000,0.00000,3348.69000,3359.89000,0.0000,0.0000,1120.0,56.00,0.28,"",0,00:14:31:04,55.8,8h 6m,1046.0,0.62,1212.0,60.6,-748.0,-37.4,61.8,95.3,-92.00,-4.60
,84253941,14/07/2025 17:39,15/07/2025 07:56,XAUUSD,Buy,0.050,0.00000,0.00000,3344.25000,3359.88000,0.0000,0.0000,1563.0,78.15,0.39,"",0,00:14:16:06,84.5,12h 3m,1046.0,0.18,1656.0,82.80000000000001,-304.0,-15.200000000000001,84.5,95.3,-93.00,-4.65
,84255732,14/07/2025 17:40,15/07/2025 07:56,XAUUSD,Buy,0.050,0.00000,0.00000,3343.43000,3359.88000,0.0000,0.0000,1645.0,82.25,0.42,"",0,00:14:15:21,88.0,12h 32m,1046.0,0.13,1738.0,86.9,-222.0,-11.100000000000001,88.7,95.3,-93.00,-4.65
,77814085,15/07/2025 01:08,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-1760.80,0,"Cash Adj-Rollover-VIX",0,00:00:00:00,,,,,,,,,,,,
,82999187,11/07/2025 14:36,14/07/2025 17:40,XAUUSD,Sell,0.050,0.00000,0.00000,3347.74000,3343.44000,0.0000,0.0000,430.0,21.50,0.10,"",0,03:03:03:32,4.6,3h 27m,2680.0,6.23,430.0,21.5,-2680.0,-134.0,13.8,100.0,0.00,0.00
,82999189,11/07/2025 14:36,14/07/2025 17:40,XAUUSD,Sell,0.050,0.00000,0.00000,3347.86000,3343.55000,0.0000,0.0000,431.0,21.55,0.10,"",0,03:03:03:29,4.6,3h 27m,2668.0,6.19,431.0,21.55,-2668.0,-133.4,13.9,100.0,0.00,0.00
,83004789,11/07/2025 14:45,14/07/2025 17:40,XAUUSD,Sell,0.050,0.00000,0.00000,3349.79000,3343.80000,0.0000,0.0000,599.0,29.95,0.14,"",0,03:02:54:15,4.7,3h 31m,2475.0,4.13,599.0,29.950000000000003,-2475.0,-123.75,19.5,100.0,0.00,0.00
,83048874,11/07/2025 15:43,14/07/2025 17:40,XAUUSD,Sell,0.050,0.00000,0.00000,3353.43000,3343.77000,0.0000,0.0000,966.0,48.30,0.23,"",0,03:01:56:31,7.3,5h 23m,2474.0,2.19,966.0,48.300000000000004,-2111.0,-105.55000000000001,31.4,100.0,0.00,0.00
,84193496,14/07/2025 16:37,14/07/2025 17:40,XAUUSD,Sell,0.050,0.00000,0.00000,3357.14000,3343.55000,0.0000,0.0000,1359.0,67.95,0.32,"",0,00:01:02:44,1.6,1m,0.0,0.00,1359.0,67.95,0.0,0.0,100.0,100.0,0.00,0.00
,84137759,14/07/2025 15:39,14/07/2025 16:37,XAUUSD,Buy,0.050,0.00000,0.00000,3351.95000,3357.15000,0.0000,0.0000,520.0,26.00,0.12,"",0,00:00:57:54,1.8,1m,0.0,0.00,520.0,26.0,0.0,0.0,100.0,100.0,0.00,0.00
,83069512,11/07/2025 16:03,14/07/2025 15:39,XAUUSD,Sell,0.050,0.00000,0.00000,3357.51000,3351.75000,0.0000,0.0000,576.0,28.80,0.14,"",0,02:23:35:39,81.9,2d 10h ,2474.0,2.21,771.0,38.550000000000004,-1703.0,-85.15,31.2,92.1,-195.00,-9.75
,83895567,14/07/2025 09:21,14/07/2025 15:26,XAUUSD,Sell,0.050,0.00000,0.00000,3360.64000,3357.94000,0.0000,0.0000,270.0,13.50,0.06,"",0,00:06:05:46,51.6,3h 8m,1364.0,4.80,284.0,14.200000000000001,-1364.0,-68.2,17.2,99.2,-14.00,-0.70
,83914012,14/07/2025 09:51,14/07/2025 15:26,XAUUSD,Sell,0.050,0.00000,0.00000,3365.85000,3358.07000,0.0000,0.0000,778.0,38.90,0.18,"",0,00:05:35:03,62.1,3h 28m,843.0,1.05,803.0,40.150000000000006,-843.0,-42.150000000000006,48.8,98.5,-25.00,-1.25
,84048758,14/07/2025 13:17,14/07/2025 15:26,XAUUSD,Sell,0.050,0.00000,0.00000,3372.80000,3358.02000,0.0000,0.0000,1478.0,73.90,0.35,"",0,00:02:08:54,0.8,1m,0.0,0.00,1478.0,73.9,0.0,0.0,100.0,100.0,0.00,0.00
,75355254,23/06/2025 23:45,14/07/2025 13:18,XAUUSD,Buy,0.050,0.00000,0.00000,3371.32000,3372.56000,0.0000,0.0000,124.0,6.20,0.03,"",0,20:13:32:23,1.1,5h 25m,12189.0,37.88,322.0,16.1,-12189.0,-609.45,2.6,98.4,-198.00,-9.90
,83920726,14/07/2025 09:57,14/07/2025 13:18,XAUUSD,Buy,0.050,0.00000,0.00000,3367.89000,3372.48000,0.0000,0.0000,459.0,22.95,0.11,"",0,00:03:20:54,100.0,3h 20m,225.0,0.00,639.0,31.950000000000003,0.0,0.0,100.0,71.8,-180.00,-9.00
,81904046,09/07/2025 17:50,14/07/2025 10:47,USOUSD,Buy,0.030,0.00000,0.00000,68.50000,69.42000,0.0000,0.0000,92.0,27.54,0.13,"",0,04:16:57:28,,,,,,,,,,,,
,75343409,23/06/2025 23:03,14/07/2025 10:47,USOUSD,Buy,0.100,0.00000,0.00000,68.93000,69.42000,0.0000,0.0000,49.0,49.20,0.23,"",0,20:11:44:17,,,,,,,,,,,,
