Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USD),Min(pips),Min(USD),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USD)
,34330793,03/04/2025 13:59,03/04/2025 15:43,XAUUSD,Buy,0.050,0.00000,0.00000,3095.67000,3065.77000,0.0000,0.0000,-2990.0,-149.50,-18.45,"[so 18.68%/37.79/202.26]",0,00:01:44:24,95.3,1h 39m,6840.0,0.78,3850.0,192.5,-2990.0,-149.5,56.3,0.0,-6840.00,-342.00
,33559903,03/04/2025 01:00,03/04/2025 15:43,USOUSD,Buy,0.050,0.00000,0.00000,70.43500,66.67100,0.0000,0.0000,-376.4,-188.20,-18.85,"[so 18.44%/38.59/209.31]",0,00:14:43:34,,,,,,,,,,,,
,34301502,03/04/2025 13:34,03/04/2025 15:43,XAUUSD,Buy,0.050,0.00000,0.00000,3104.80000,3064.84000,0.0000,0.0000,-3996.0,-199.80,-16.67,"[so 19.74%/56.64/286.93]",0,00:02:09:26,77.0,1h 39m,6933.0,1.36,2937.0,146.85,-3996.0,-199.8,42.4,0.0,-6933.00,-346.65
,32509496,31/03/2025 19:50,03/04/2025 15:43,USOUSD,Buy,0.040,0.00000,0.00000,71.95800,66.75100,0.0000,0.0000,-520.7,-208.28,-14.81,"[so 19.92%/58.29/292.68]",0,02:19:52:58,,,,,,,,,,,,
,34183419,03/04/2025 10:09,03/04/2025 15:42,USOUSD,Buy,0.100,0.00000,0.00000,69.41000,66.78600,0.0000,0.0000,-262.4,-262.40,-15.72,"[so 19.78%/60.64/306.57]",0,00:05:32:45,,,,,,,,,,,,
,32499841,03/04/2025 13:17,03/04/2025 15:40,XAUUSD,Buy,0.060,0.00000,0.00000,3111.13000,3062.46000,0.0000,0.0000,-4867.0,-292.02,-14.89,"[so 16.70%/66.79/399.91]",0,00:02:23:05,48.3,1h 9m,7171.0,2.11,2304.0,138.24,-4867.0,-292.02,32.1,0.0,-7171.00,-430.26
,33971604,03/04/2025 03:34,03/04/2025 15:40,USOUSD,Buy,0.100,0.00000,0.00000,69.84500,66.84600,0.0000,0.0000,-299.9,-299.90,-13.26,"[so 16.27%/67.34/413.88]",0,00:12:06:47,,,,,,,,,,,,
,34115596,03/04/2025 08:38,03/04/2025 15:40,XAUUSD,Buy,0.050,0.00000,0.00000,3132.78000,3062.06000,0.0000,0.0000,-7072.0,-353.60,-13.52,"[so 19.74%/97.17/492.20]",0,00:07:02:28,2.4,10m,7334.0,52.91,139.0,6.95,-7334.0,-366.70000000000005,1.9,3.5,-7211.00,-360.55
,33971650,03/04/2025 03:34,03/04/2025 15:39,XAUUSD,Buy,0.050,0.00000,0.00000,3149.19000,3062.96000,0.0000,0.0000,-8623.0,-431.15,-14.16,"[so 19.12%/109.16/570.93]",0,00:12:05:19,0.0,0s,8975.0,10000.00,0.0,0.0,-8975.0,-448.75,0.0,3.9,-8623.00,-431.15
,32658741,01/04/2025 05:31,03/04/2025 03:33,XAUUSD,Buy,0.030,0.00000,0.00000,3143.52000,3148.55000,0.0000,0.0000,503.0,15.09,0.50,"",0,01:22:02:51,10.6,4h 52m,4275.0,1.96,2084.0,62.519999999999996,-4094.0,-122.82,33.7,74.4,-1581.00,-47.43
,33707659,02/04/2025 19:27,03/04/2025 03:33,USOUSD,Sell,0.050,0.00000,0.00000,71.90100,69.84000,0.0000,0.0000,206.1,103.05,3.52,"",0,00:08:06:08,,,,,,,,,,,,
,33721336,02/04/2025 23:13,03/04/2025 03:33,XAUUSD,Buy,0.050,0.00000,0.00000,3116.49000,3148.01000,0.0000,0.0000,3152.0,157.60,5.69,"",0,00:04:20:07,100.0,4h 20m,2560.0,0.00,5082.0,254.10000000000002,0.0,0.0,100.0,62.0,-1930.00,-96.50
,33250595,02/04/2025 04:14,03/04/2025 01:11,XAUUSD,Buy,0.030,0.00000,3145.10000,3132.80000,3145.23000,0.0000,0.0000,1243.0,37.29,1.36,"[tp 3145.10]",0,00:20:56:38,17.1,3h 34m,2154.0,0.67,3156.0,94.67999999999999,-2103.0,-63.089999999999996,60.0,63.6,-1913.00,-57.39
,33669107,02/04/2025 18:03,02/04/2025 19:29,XAUUSD,Buy,0.030,0.00000,0.00000,3126.81000,3132.29000,0.0000,0.0000,548.0,16.44,0.61,"",0,00:01:26:27,1.2,1m,771.0,1.41,548.0,16.439999999999998,-771.0,-23.13,41.5,100.0,0.00,0.00
,33665955,02/04/2025 17:57,02/04/2025 19:26,USOUSD,Buy,0.050,0.00000,0.00000,71.49000,71.92600,0.0000,0.0000,43.6,21.80,0.81,"",0,00:01:29:10,,,,,,,,,,,,
,33665085,02/04/2025 17:56,02/04/2025 18:15,XAUUSD,Sell,0.050,0.00000,0.00000,3126.87000,3125.58000,0.0000,0.0000,129.0,6.45,0.24,"",0,00:00:19:35,100.0,19m,331.0,0.00,460.0,23.0,0.0,0.0,100.0,28.0,-331.00,-16.55
,33665097,02/04/2025 17:56,02/04/2025 18:15,USOUSD,Sell,0.050,0.00000,0.00000,71.48600,71.29000,0.0000,0.0000,19.6,9.80,0.37,"",0,00:00:19:17,,,,,,,,,,,,
,33559766,02/04/2025 15:07,02/04/2025 17:56,XAUUSD,Buy,0.050,0.00000,0.00000,3118.56000,3125.86000,0.0000,0.0000,730.0,36.50,1.38,"",0,00:02:48:58,100.0,2h 48m,1281.0,0.00,1544.0,77.2,0.0,0.0,100.0,47.3,-814.00,-40.70
,33477171,02/04/2025 12:28,02/04/2025 17:55,USOUSD,Buy,0.050,0.00000,0.00000,71.28000,71.51600,0.0000,0.0000,23.6,11.80,0.45,"",0,00:05:27:18,,,,,,,,,,,,
,33495008,02/04/2025 13:15,02/04/2025 17:46,USOUSD,Buy,0.050,0.00000,0.00000,71.10000,71.56100,0.0000,0.0000,46.1,23.05,0.88,"",0,00:04:31:59,,,,,,,,,,,,
,33559735,02/04/2025 15:07,02/04/2025 17:46,USOUSD,Buy,0.050,0.00000,0.00000,70.94000,71.56100,0.0000,0.0000,62.1,31.05,1.21,"",0,00:02:39:42,,,,,,,,,,,,
,33519021,02/04/2025 13:49,02/04/2025 14:27,XAUUSD,Buy,0.050,0.00000,0.00000,3116.30000,3123.84000,0.0000,0.0000,754.0,37.70,1.49,"",0,00:00:37:44,100.0,37m,442.0,0.00,1196.0,59.800000000000004,0.0,0.0,100.0,63.0,-442.00,-22.10
,32887822,01/04/2025 13:15,02/04/2025 12:27,USOUSD,Sell,0.050,0.00000,0.00000,72.01000,71.29000,0.0000,0.0000,72.0,36.00,1.44,"",0,00:23:12:43,,,,,,,,,,,,
,32543700,31/03/2025 23:01,02/04/2025 12:27,USOUSD,Sell,0.200,0.00000,0.00000,71.53900,71.27000,0.0000,0.0000,26.9,53.80,2.20,"",0,01:13:26:38,,,,,,,,,,,,
,33375734,02/04/2025 09:08,02/04/2025 12:27,XAUUSD,Buy,0.040,0.00000,0.00000,3116.61000,3130.77000,0.0000,0.0000,1416.0,56.64,2.37,"",0,00:03:19:43,92.5,3h 4m,1934.0,0.33,1450.0,58.0,-484.0,-19.36,75.0,98.2,-34.00,-1.36
,32093698,31/03/2025 05:28,02/04/2025 09:08,XAUUSD,Sell,0.020,0.00000,0.00000,3099.66000,3116.41000,0.0000,0.0000,-1675.0,-33.50,-1.38,"",0,02:03:39:28,0.0,0s,4805.0,5000.00,0.0,0.0,-4805.0,-96.10000000000001,0.0,65.1,-1675.00,-33.50
,31441729,28/03/2025 05:07,02/04/2025 09:08,XAUUSD,Sell,0.030,0.00000,0.00000,3076.48000,3116.31000,0.0000,0.0000,-3983.0,-119.49,-4.70,"",0,05:04:00:43,4.5,5h 34m,8000.0,6.94,1008.0,30.24,-6992.0,-209.76,12.6,37.6,-4991.00,-149.73
,32197687,31/03/2025 09:06,02/04/2025 09:07,XAUUSD,Sell,0.050,0.00000,0.00000,3118.99000,3116.67000,0.0000,0.0000,232.0,11.60,0.46,"",0,02:00:01:22,34.9,16h 45m,4358.0,1.75,1641.0,82.05000000000001,-2872.0,-143.6,36.4,68.8,-1409.00,-70.45
,33265549,02/04/2025 04:47,02/04/2025 09:07,XAUUSD,Sell,0.050,0.00000,0.00000,3132.56000,3116.60000,0.0000,0.0000,1596.0,79.80,3.25,"",0,00:04:20:40,96.2,4h 10m,2074.0,0.02,2042.0,102.10000000000001,-32.0,-1.6,98.5,78.5,-446.00,-22.30
,33083233,01/04/2025 18:46,02/04/2025 04:12,XAUUSD,Buy,0.030,0.00000,0.00000,3123.93000,3132.39000,0.0000,0.0000,846.0,25.38,1.05,"",0,00:09:26:21,34.6,3h 15m,1611.0,1.60,1008.0,30.24,-1611.0,-48.33,38.5,93.8,-162.00,-4.86
,33128332,01/04/2025 19:39,02/04/2025 04:12,XAUUSD,Buy,0.030,0.00000,0.00000,3109.94000,3132.29000,0.0000,0.0000,2235.0,67.05,2.84,"",0,00:08:33:22,99.1,8h 28m,1177.0,0.09,2407.0,72.21,-212.0,-6.359999999999999,91.9,93.4,-172.00,-5.16
,32711372,01/04/2025 07:35,01/04/2025 18:44,XAUUSD,Sell,0.030,0.00000,0.00000,3144.71000,3120.76000,0.0000,0.0000,2395.0,71.85,3.14,"",0,00:11:09:37,100.0,11h 9m,1921.0,0.00,4316.0,129.48,0.0,0.0,100.0,55.5,-1921.00,-57.63
,32536046,31/03/2025 22:18,01/04/2025 16:53,USOUSD,Buy,0.030,0.00000,0.00000,71.68800,72.01000,0.0000,0.0000,32.2,9.66,0.42,"",0,00:18:35:24,,,,,,,,,,,,
,28467322,01/04/2025 13:19,,,Withdrawal,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,-1100.00,0,"Withdraw-TH-CPS",0,00:00:00:00,,,,,,,,,,,,
,32281478,31/03/2025 12:32,01/04/2025 05:31,XAUUSD,Buy,0.030,0.00000,0.00000,3119.20000,3142.78000,0.0000,0.0000,2358.0,70.74,2.14,"",0,00:16:58:15,79.0,13h 24m,2043.0,0.53,2851.0,85.53,-1507.0,-45.21,65.4,88.7,-493.00,-14.79
,32507769,31/03/2025 19:48,31/03/2025 22:18,USOUSD,Sell,0.100,0.00000,0.00000,71.92000,71.68800,0.0000,0.0000,23.2,23.20,0.71,"",0,00:02:29:23,,,,,,,,,,,,
,32492222,31/03/2025 18:57,31/03/2025 19:49,USOUSD,Buy,0.050,0.00000,71.95500,71.59800,71.95400,0.0000,0.0000,35.6,17.80,0.54,"[tp 71.955]",0,00:00:52:18,,,,,,,,,,,,
,32458287,31/03/2025 17:45,31/03/2025 18:56,USOUSD,Sell,0.100,71.60800,0.00000,71.09900,71.60800,0.0000,0.0000,-50.9,-50.90,-1.53,"[sl 71.608]",0,00:01:10:54,,,,,,,,,,,,
,32476681,31/03/2025 18:21,31/03/2025 18:54,USOUSD,Buy,0.020,0.00000,71.51700,71.21800,71.51900,0.0000,0.0000,30.1,6.02,0.18,"[tp 71.517]",0,00:00:32:23,,,,,,,,,,,,
,30283436,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.09900,0.0000,0.0000,159.9,15.99,0.49,"",123456,05:17:07:43,,,,,,,,,,,,
,30283430,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.09900,0.0000,0.0000,159.9,15.99,0.49,"",123456,05:17:07:42,,,,,,,,,,,,
,30283426,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.09900,0.0000,0.0000,159.9,15.99,0.49,"",123456,05:17:07:41,,,,,,,,,,,,
,30283422,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.09900,0.0000,0.0000,159.9,15.99,0.49,"",123456,05:17:07:41,,,,,,,,,,,,
,30283443,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10900,0.0000,0.0000,161.4,16.14,0.50,"",123456,05:17:07:36,,,,,,,,,,,,
,30283440,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10900,0.0000,0.0000,161.4,16.14,0.50,"",123456,05:17:07:35,,,,,,,,,,,,
,30283437,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.10900,0.0000,0.0000,160.9,16.09,0.50,"",123456,05:17:07:34,,,,,,,,,,,,
,30283432,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10900,0.0000,0.0000,161.4,16.14,0.51,"",123456,05:17:07:35,,,,,,,,,,,,
,30283434,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10900,0.0000,0.0000,161.4,16.14,0.51,"",123456,05:17:07:34,,,,,,,,,,,,
,30283439,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.50000,71.10900,0.0000,0.0000,160.9,16.09,0.51,"",123456,05:17:07:32,,,,,,,,,,,,
,30283451,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.51,"",123456,05:17:07:29,,,,,,,,,,,,
,30283454,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.52,"",123456,05:17:07:28,,,,,,,,,,,,
,30283445,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.52,"",123456,05:17:07:28,,,,,,,,,,,,
,30283448,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.52,"",123456,05:17:07:27,,,,,,,,,,,,
,30283446,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.52,"",123456,05:17:07:27,,,,,,,,,,,,
,30283444,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.10400,0.0000,0.0000,160.9,16.09,0.53,"",123456,05:17:07:26,,,,,,,,,,,,
,30283450,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.53,"",123456,05:17:07:22,,,,,,,,,,,,
,30283452,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.53,"",123456,05:17:07:21,,,,,,,,,,,,
,30283456,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.53,"",123456,05:17:07:18,,,,,,,,,,,,
,30283458,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.54,"",123456,05:17:07:17,,,,,,,,,,,,
,30283457,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.54,"",123456,05:17:07:17,,,,,,,,,,,,
,30283460,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.08900,0.0000,0.0000,159.4,15.94,0.54,"",123456,05:17:07:15,,,,,,,,,,,,
,30283459,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.09900,0.0000,0.0000,160.4,16.04,0.55,"",123456,05:17:07:16,,,,,,,,,,,,
,30283463,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.08900,0.0000,0.0000,159.4,15.94,0.54,"",123456,05:17:07:14,,,,,,,,,,,,
,30283462,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.08900,0.0000,0.0000,159.4,15.94,0.55,"",123456,05:17:07:14,,,,,,,,,,,,
,30283466,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.07900,0.0000,0.0000,158.4,15.84,0.55,"",123456,05:17:07:11,,,,,,,,,,,,
,30283465,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.08900,0.0000,0.0000,159.4,15.94,0.55,"",123456,05:17:07:11,,,,,,,,,,,,
,30283464,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.08900,0.0000,0.0000,159.4,15.94,0.56,"",123456,05:17:07:11,,,,,,,,,,,,
,30283467,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.07900,0.0000,0.0000,158.4,15.84,0.56,"",123456,05:17:07:10,,,,,,,,,,,,
,30283468,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.07900,0.0000,0.0000,158.4,15.84,0.56,"",123456,05:17:07:08,,,,,,,,,,,,
,30283471,26/03/2025 01:10,31/03/2025 18:17,USOUSD,Buy,0.010,0.00000,0.00000,69.49500,71.07900,0.0000,0.0000,158.4,15.84,0.56,"",123456,05:17:07:07,,,,,,,,,,,,
,31445067,28/03/2025 05:14,31/03/2025 16:57,USOUSD,Buy,0.030,0.00000,70.44900,70.04600,70.43900,0.0000,0.0000,39.3,11.79,0.42,"[tp 70.449]",0,03:11:43:19,,,,,,,,,,,,
,32281638,31/03/2025 16:45,31/03/2025 16:53,XAUUSD,Buy,0.030,0.00000,0.00000,3100.97000,3109.14000,0.0000,0.0000,817.0,24.51,0.88,"",0,00:00:08:01,,,,,,,,,,,,
,32294816,31/03/2025 13:03,31/03/2025 16:40,USOUSD,Buy,0.050,0.00000,0.00000,69.60300,69.93900,0.0000,0.0000,33.6,16.80,0.61,"",0,00:03:37:17,,,,,,,,,,,,
,31309434,28/03/2025 19:09,31/03/2025 11:38,USOUSD,Buy,0.050,0.00000,0.00000,69.21600,69.89900,0.0000,0.0000,68.3,34.15,1.25,"",0,02:16:28:39,,,,,,,,,,,,
,31791897,28/03/2025 17:30,31/03/2025 11:07,USOUSD,Buy,0.040,0.00000,70.15400,69.64600,70.15900,0.0000,0.0000,51.3,20.52,0.76,"[tp 70.154]",0,02:17:36:53,,,,,,,,,,,,
,31793256,28/03/2025 17:32,31/03/2025 11:07,USOUSD,Buy,0.040,0.00000,70.12500,69.48600,70.13900,0.0000,0.0000,65.3,26.12,0.97,"[tp 70.125]",0,02:17:35:13,,,,,,,,,,,,
,32093344,31/03/2025 05:28,31/03/2025 08:53,XAUUSD,Buy,0.020,0.00000,3117.31000,3100.85000,3117.25000,0.0000,0.0000,1640.0,32.80,1.24,"[tp 3117.31]",0,00:03:25:33,100.0,3h 25m,1129.0,0.00,2585.0,51.7,0.0,0.0,100.0,63.4,-945.00,-18.90
,32012076,31/03/2025 02:17,31/03/2025 05:27,XAUUSD,Buy,0.030,0.00000,0.00000,3089.71000,3102.07000,0.0000,0.0000,1236.0,37.08,1.42,"",0,00:03:09:51,100.0,3h 9m,1331.0,0.00,2567.0,77.00999999999999,0.0,0.0,100.0,48.1,-1331.00,-39.93
,31269823,27/03/2025 17:45,31/03/2025 05:22,XAUUSD,Sell,0.050,3104.03000,0.00000,3056.25000,3104.05000,0.0000,0.0000,-4780.0,-239.00,-8.38,"[sl 3104.03]",0,03:11:36:26,3.8,3h 10m,6062.0,17.15,334.0,16.7,-5728.0,-286.40000000000003,5.5,15.6,-5114.00,-255.70
,31543005,28/03/2025 10:10,31/03/2025 01:06,XAUUSD,Buy,0.030,0.00000,3094.83000,3083.91000,3094.91000,0.0000,0.0000,1100.0,33.00,1.17,"[tp 3094.83]",0,02:14:56:17,5.1,3h 12m,1672.0,1.21,1195.0,35.85,-1444.0,-43.32,45.3,96.4,-95.00,-2.85
