Tags,Ticket,Open Date,Close Date,Symbol,Action,Units/Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(USC),Min(pips),Min(USC),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(USC)
,184171190,07/05/2026 16:33,07/05/2026 16:47,XAUUSD,Buy,0.100,0.00000,0.00000,4754.28000,4741.29000,0.0000,0.0000,-1299.0,-129.90,-31.83,"[so 13.80%/39.36/285.21]",0,00:00:14:37,,,,,,,,,,,,
,184171964,07/05/2026 16:33,07/05/2026 16:46,XAUUSD,Buy,0.100,0.00000,0.00000,4755.33000,4742.48000,0.0000,0.0000,-1285.0,-128.50,-23.95,"[so 19.74%/75.06/380.32]",0,00:00:12:26,,,,,,,,,,,,
,184172016,07/05/2026 16:33,07/05/2026 16:45,XAUUSD,Buy,0.100,0.00000,0.00000,4755.34000,4742.77000,0.0000,0.0000,-1257.0,-125.70,-18.98,"[so 18.23%/86.66/475.43]",0,00:00:12:23,,,,,,,,,,,,
,184171074,07/05/2026 16:32,07/05/2026 16:45,XAUUSD,Buy,0.100,0.00000,0.00000,4755.49000,4742.96000,0.0000,0.0000,-1253.0,-125.30,-15.91,"[so 16.85%/96.16/570.54]",0,00:00:13:01,,,,,,,,,,,,
,184171126,07/05/2026 16:32,07/05/2026 16:45,XAUUSD,Buy,0.100,0.00000,0.00000,4755.56000,4742.96000,0.0000,0.0000,-1260.0,-126.00,-13.79,"[so 19.70%/131.16/665.65]",0,00:00:12:59,,,,,,,,,,,,
,184169652,07/05/2026 16:32,07/05/2026 16:33,XAUUSD,Sell,0.100,0.00000,0.00000,4748.49000,4754.09000,0.0000,0.0000,-560.0,-56.00,-5.78,"",0,00:00:01:00,,,,,,,,,,,,
,184160051,07/05/2026 16:15,07/05/2026 16:33,XAUUSD,Sell,0.100,0.00000,0.00000,4733.68000,4754.05000,0.0000,0.0000,-2037.0,-203.70,-17.36,"",0,00:00:17:33,,,,,,,,,,,,
,184160030,07/05/2026 16:15,07/05/2026 16:33,XAUUSD,Sell,0.100,0.00000,0.00000,4733.70000,4753.87000,0.0000,0.0000,-2017.0,-201.70,-14.67,"",0,00:00:17:33,,,,,,,,,,,,
,184160013,07/05/2026 16:15,07/05/2026 16:33,XAUUSD,Sell,0.100,0.00000,0.00000,4733.71000,4753.73000,0.0000,0.0000,-2002.0,-200.20,-12.71,"",0,00:00:17:34,,,,,,,,,,,,
,184160007,07/05/2026 16:15,07/05/2026 16:32,XAUUSD,Sell,0.100,4754.31000,0.00000,4733.77000,4754.75000,0.0000,0.0000,-2098.0,-209.80,-11.75,"[sl 4754.31]",0,00:00:17:28,,,,,,,,,,,,
,184143194,07/05/2026 15:45,07/05/2026 16:15,XAUUSD,Buy,0.100,0.00000,0.00000,4751.25000,4734.10000,0.0000,0.0000,-1715.0,-171.50,-8.77,"",0,00:00:30:18,,,,,,,,,,,,
,184029581,07/05/2026 09:54,07/05/2026 16:15,XAUUSD,Buy,0.100,0.00000,0.00000,4736.79000,4733.98000,0.0000,0.0000,-281.0,-28.10,-1.42,"",0,00:06:20:32,53.9,3h 25m,2293.0,0.38,2012.0,201.20000000000002,-772.0,-77.2,72.3,17.6,-2293.00,-229.30
,184018154,07/05/2026 09:40,07/05/2026 09:52,XAUUSD,Sell,0.500,0.00000,0.00000,4746.12000,4738.99000,0.0000,0.0000,713.0,356.50,21.90,"",0,00:00:12:19,,,,,,,,,,,,
,184017815,07/05/2026 09:36,07/05/2026 09:52,XAUUSD,Sell,0.100,0.00000,0.00000,4734.32000,4738.98000,0.0000,0.0000,-466.0,-46.60,-2.78,"",0,00:00:16:39,,,,,,,,,,,,
,184013616,07/05/2026 09:39,07/05/2026 09:52,XAUUSD,Sell,0.100,0.00000,0.00000,4741.84000,4738.98000,0.0000,0.0000,286.0,28.60,1.74,"",0,00:00:13:30,,,,,,,,,,,,
,184013303,07/05/2026 09:39,07/05/2026 09:52,XAUUSD,Sell,0.100,0.00000,0.00000,4741.84000,4738.97000,0.0000,0.0000,287.0,28.70,1.77,"",0,00:00:13:30,,,,,,,,,,,,
,184006296,07/05/2026 09:22,07/05/2026 09:52,XAUUSD,Sell,0.100,0.00000,0.00000,4713.11000,4738.98000,0.0000,0.0000,-2587.0,-258.70,-13.79,"",0,00:00:30:51,,,,,,,,,,,,
,183757002,06/05/2026 17:22,06/05/2026 21:25,XAUUSD,Sell,0.100,0.00000,0.00000,4713.42000,4688.87000,0.0000,0.0000,2455.0,245.50,15.06,"",0,00:04:03:16,100.0,4h 3m,1784.0,0.00,3271.0,327.1,0.0,0.0,100.0,75.1,-816.00,-81.60
,183725494,06/05/2026 16:53,06/05/2026 21:25,XAUUSD,Sell,0.100,0.00000,0.00000,4703.53000,4688.88000,0.0000,0.0000,1465.0,146.50,9.87,"",0,00:04:31:48,100.0,4h 31m,1784.0,0.00,2282.0,228.20000000000002,0.0,0.0,100.0,64.2,-817.00,-81.70
,183720794,06/05/2026 16:32,06/05/2026 21:25,XAUUSD,Sell,0.100,0.00000,0.00000,4691.56000,4688.85000,0.0000,0.0000,271.0,27.10,1.86,"",0,00:04:53:02,73.7,3h 35m,1784.0,0.64,1085.0,108.5,-699.0,-69.9,60.8,54.4,-814.00,-81.40
,183718861,06/05/2026 16:31,06/05/2026 21:25,XAUUSD,Sell,0.100,0.00000,0.00000,4684.61000,4688.87000,0.0000,0.0000,-426.0,-42.60,-2.84,"",0,00:04:54:33,26.4,1h 17m,1784.0,3.58,390.0,39.0,-1394.0,-139.4,21.9,54.3,-816.00,-81.60
,183677159,06/05/2026 15:14,06/05/2026 15:16,XAUUSD,Sell,0.020,0.00000,0.00000,4672.41000,4674.22000,0.0000,0.0000,-181.0,-3.62,-0.24,"",0,00:00:01:20,,,,,,,,,,,,
,183675229,06/05/2026 15:12,06/05/2026 15:14,USOIL+,Buy,0.010,0.00000,0.00000,91.78000,92.00000,-1.5000,0.0000,22.0,20.37,1.37,"",0,00:00:01:56,,,,,,,,,,,,
,183653309,06/05/2026 14:32,06/05/2026 15:10,XAUUSD,Sell,0.020,0.00000,0.00000,4709.21000,4677.79000,0.0000,0.0000,3142.0,62.84,4.43,"",0,00:00:38:02,,,,,,,,,,,,
,183656217,06/05/2026 14:38,06/05/2026 15:10,USOIL+,Buy,0.010,0.00000,0.00000,88.41000,91.41000,-1.5000,0.0000,300.0,296.70,26.41,"",0,00:00:31:10,,,,,,,,,,,,
,187922056,06/05/2026 14:29,,,Deposit,0.000,0.00000,0.00000,0.00000,0.00000,0.0000,0.0000,0.0,1120.00,0,"Transfer from Wallet",0,00:00:00:00,,,,,,,,,,,,
,183454202,06/05/2026 06:21,06/05/2026 11:50,XAUUSD,Sell,0.020,0.00000,0.00000,4648.92000,4699.01000,0.0000,0.0000,-5009.0,-100.18,-96.84,"[so 17.58%/3.27/18.60]",0,00:05:29:30,0.0,0s,5287.0,10000.00,0.0,0.0,-5287.0,-105.74000000000001,0.0,5.3,-5009.00,-100.18
,183454280,06/05/2026 06:21,06/05/2026 11:50,XAUUSD,Sell,0.020,0.00000,0.00000,4648.12000,4697.80000,0.0000,0.0000,-4968.0,-99.36,-48.99,"[so 15.30%/5.69/37.19]",0,00:05:29:14,0.0,0s,5367.0,10000.00,0.0,0.0,-5367.0,-107.34,0.0,7.4,-4968.00,-99.36
,183557088,06/05/2026 11:35,06/05/2026 11:50,XAUUSD,Buy,0.020,0.00000,4691.58000,4675.10000,4692.41000,0.0000,0.0000,1731.0,34.62,20.58,"[tp 4691.58]",0,00:00:15:16,,,,,,,,,,,,
,183045252,05/05/2026 10:26,06/05/2026 06:20,XAUUSD,Buy,0.010,0.00000,0.00000,4550.98000,4649.12000,0.0000,-0.6800,9814.0,97.46,137.79,"",0,00:19:54:26,92.5,18h 24m,3786.0,0.07,10154.0,101.54,-724.0,-7.24,93.3,96.9,-340.00,-3.40
